No,Booking_ID,adult_and_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,lead_time(1),avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan(1)
8645,INN31332,"2,0",1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,19,Online,0,0,0,41,103.5,2,Not_Canceled,Meal Plan 1
8646,INN31339,"2,0",2,0,Not Selected,0,Room_Type 1,2,2018,6,26,Online,0,0,0,2,122.0,1,Not_Canceled,Not Selected
8647,INN31340,"2,0",0,1,Meal Plan 1,1,Room_Type 1,0,2018,6,10,Online,0,0,0,0,130.0,0,Not_Canceled,Meal Plan 1
8648,INN31343,"2,0",0,2,Not Selected,0,Room_Type 1,38,2018,3,23,Online,0,0,0,38,90.2,0,Not_Canceled,Not Selected
8649,INN31352,"1,0",0,3,Not Selected,0,Room_Type 1,15,2018,11,8,Online,0,0,0,15,130.9,1,Not_Canceled,Not Selected
8650,INN31363,"2,1",2,5,Meal Plan 1,0,Room_Type 1,172,2018,7,15,Online,0,0,0,172,112.32,0,Canceled,Meal Plan 1
8651,INN31364,"2,0",1,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,56,185.0,0,Not_Canceled,Meal Plan 1
8652,INN31369,"2,0",0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,346,115.0,1,Canceled,Meal Plan 2
8653,INN31372,"2,0",2,4,Meal Plan 1,0,Room_Type 4,28,2018,11,13,Online,0,0,0,28,96.9,3,Not_Canceled,Meal Plan 1
8654,INN31374,"1,0",0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Corporate,0,0,0,0,79.0,0,Not_Canceled,Meal Plan 1
8655,INN31377,"1,0",2,1,Meal Plan 1,0,Room_Type 1,4,2017,8,23,Complementary,0,0,0,4,0.0,1,Not_Canceled,Meal Plan 1
8656,INN31384,"1,0",0,1,Meal Plan 1,0,Room_Type 1,5,2017,9,22,Corporate,0,0,0,5,65.0,0,Not_Canceled,Meal Plan 1
8657,INN31390,"2,0",3,5,Meal Plan 1,0,Room_Type 4,119,2018,7,4,Offline,0,0,0,119,82.45,0,Not_Canceled,Meal Plan 1
8658,INN31392,"1,0",0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,14,100.0,0,Not_Canceled,Meal Plan 1
8659,INN31393,"2,0",0,5,Meal Plan 2,0,Room_Type 1,230,2018,9,6,Offline,0,0,0,230,137.0,0,Canceled,Meal Plan 2
8660,INN31397,"2,0",0,4,Meal Plan 1,0,Room_Type 4,6,2018,3,9,Online,1,0,1,6,109.0,1,Not_Canceled,Meal Plan 1
8661,INN31403,"2,0",0,4,Meal Plan 1,0,Room_Type 1,40,2018,8,31,Offline,0,0,0,40,85.5,0,Not_Canceled,Meal Plan 1
8662,INN31404,"1,0",1,2,Meal Plan 1,0,Room_Type 1,6,2018,7,8,Offline,0,0,0,6,75.0,0,Not_Canceled,Meal Plan 1
8663,INN31418,"2,0",2,3,Meal Plan 1,0,Room_Type 1,29,2018,4,16,Online,0,0,0,29,102.8,1,Not_Canceled,Meal Plan 1
8664,INN31419,"2,0",0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,276,116.33,0,Canceled,Meal Plan 1
8665,INN31425,"2,0",1,5,Meal Plan 1,0,Room_Type 1,281,2018,12,26,Online,0,0,0,281,79.62,2,Canceled,Meal Plan 1
8666,INN31426,"2,0",0,1,Meal Plan 1,0,Room_Type 1,80,2018,7,20,Online,0,0,0,80,105.3,0,Canceled,Meal Plan 1
8667,INN31428,"2,0",2,7,Meal Plan 1,0,Room_Type 4,18,2018,6,7,Online,0,0,0,18,141.56,0,Canceled,Meal Plan 1
8668,INN31430,"2,0",2,8,Meal Plan 1,0,Room_Type 1,133,2018,6,28,Online,0,0,0,133,95.2,1,Not_Canceled,Meal Plan 1
8669,INN31432,"2,0",0,4,Not Selected,0,Room_Type 1,44,2018,11,1,Online,0,0,0,44,74.8,2,Not_Canceled,Not Selected
8670,INN31436,"2,0",0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,304,89.0,0,Canceled,Meal Plan 1
8671,INN31437,"1,0",1,0,Meal Plan 1,0,Room_Type 1,18,2018,6,20,Corporate,1,1,8,18,65.0,1,Not_Canceled,Meal Plan 1
8672,INN31441,"1,0",1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,280,100.0,0,Canceled,Meal Plan 1
8673,INN31442,"2,0",2,2,Meal Plan 1,0,Room_Type 1,213,2018,10,1,Online,0,0,0,213,102.85,2,Canceled,Meal Plan 1
8674,INN31443,"2,0",1,3,Not Selected,0,Room_Type 1,117,2018,6,2,Online,0,0,0,117,109.65,1,Not_Canceled,Not Selected
8675,INN31444,"2,0",0,3,Meal Plan 1,0,Room_Type 1,186,2018,11,24,Online,0,0,0,186,64.56,0,Canceled,Meal Plan 1
8676,INN31453,"2,0",1,3,Meal Plan 1,0,Room_Type 1,144,2018,9,12,Online,0,0,0,144,126.9,3,Not_Canceled,Meal Plan 1
8677,INN31459,"1,0",0,2,Meal Plan 1,0,Room_Type 4,8,2018,9,21,Corporate,0,0,0,8,169.38,0,Not_Canceled,Meal Plan 1
8678,INN31471,"3,0",0,2,Meal Plan 1,0,Room_Type 4,39,2018,4,29,Online,0,0,0,39,177.0,2,Not_Canceled,Meal Plan 1
8679,INN31473,"2,0",1,4,Meal Plan 1,0,Room_Type 1,196,2018,8,24,Online,0,0,0,196,97.75,1,Not_Canceled,Meal Plan 1
8680,INN31474,"2,0",1,2,Meal Plan 2,0,Room_Type 1,309,2018,5,13,Offline,0,0,0,309,101.0,0,Canceled,Meal Plan 2
8681,INN31483,"2,0",2,2,Not Selected,0,Room_Type 1,47,2017,12,20,Online,0,0,0,47,63.75,1,Not_Canceled,Not Selected
8682,INN31484,"2,0",2,1,Meal Plan 1,0,Room_Type 4,37,2017,11,1,Offline,0,0,0,37,60.0,0,Not_Canceled,Meal Plan 1
8683,INN31489,"1,0",2,4,Meal Plan 2,0,Room_Type 1,327,2017,9,9,Offline,0,0,0,327,76.0,0,Not_Canceled,Meal Plan 2
8684,INN31493,"2,0",1,4,Meal Plan 1,0,Room_Type 1,128,2018,8,8,Online,0,0,0,128,119.7,0,Canceled,Meal Plan 1
8685,INN31495,"2,0",2,2,Meal Plan 1,0,Room_Type 1,23,2017,12,4,Corporate,0,0,0,23,50.0,0,Not_Canceled,Meal Plan 1
8686,INN31497,"2,0",2,1,Meal Plan 1,0,Room_Type 1,4,2018,11,19,Online,0,0,0,4,108.67,3,Not_Canceled,Meal Plan 1
8687,INN31501,"2,0",2,4,Meal Plan 1,0,Room_Type 1,46,2017,9,11,Offline,0,0,0,46,90.09,2,Not_Canceled,Meal Plan 1
8688,INN31505,"1,0",2,1,Meal Plan 1,0,Room_Type 4,2,2018,10,30,Aviation,0,0,0,2,94.0,0,Not_Canceled,Meal Plan 1
8689,INN31506,"3,0",0,4,Meal Plan 1,0,Room_Type 4,64,2018,11,1,Online,0,0,0,64,126.0,1,Not_Canceled,Meal Plan 1
8690,INN31511,"1,0",0,1,Meal Plan 1,0,Room_Type 1,14,2018,11,29,Corporate,1,0,2,14,65.0,0,Not_Canceled,Meal Plan 1
8691,INN31512,"2,0",2,2,Meal Plan 1,0,Room_Type 4,49,2018,4,10,Online,0,0,0,49,112.2,1,Not_Canceled,Meal Plan 1
8692,INN31513,"2,0",2,1,Not Selected,0,Room_Type 1,15,2018,12,10,Online,0,0,0,15,90.33,1,Not_Canceled,Not Selected
8693,INN31518,"2,0",0,3,Meal Plan 1,0,Room_Type 1,8,2018,7,13,Online,0,0,0,8,151.0,1,Canceled,Meal Plan 1
8694,INN31520,"2,0",0,4,Meal Plan 1,0,Room_Type 4,70,2018,5,25,Online,0,0,0,70,102.1,2,Not_Canceled,Meal Plan 1
8695,INN31524,"1,0",0,1,Meal Plan 1,0,Room_Type 1,47,2017,12,16,Corporate,0,0,0,47,65.0,0,Not_Canceled,Meal Plan 1
8696,INN31525,"2,0",2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,138,94.5,0,Canceled,Meal Plan 2
8697,INN31528,"2,0",0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,15,Corporate,0,0,0,0,145.0,1,Not_Canceled,Meal Plan 1
8698,INN31529,"1,0",1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,301,90.0,0,Not_Canceled,Meal Plan 2
8699,INN31531,"2,0",2,2,Meal Plan 1,0,Room_Type 1,44,2018,3,11,Online,0,0,0,44,80.74,1,Not_Canceled,Meal Plan 1
8700,INN31532,"2,0",1,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,81,65.0,0,Not_Canceled,Meal Plan 1
8701,INN31535,"2,0",2,1,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,0,0,0,41,85.67,0,Not_Canceled,Meal Plan 1
8702,INN31538,"3,0",2,1,Meal Plan 2,0,Room_Type 1,3,2017,7,11,Offline,0,0,0,3,138.5,0,Not_Canceled,Meal Plan 2
8703,INN31539,"1,0",0,1,Meal Plan 1,0,Room_Type 4,4,2018,4,6,Online,0,0,0,4,156.0,0,Canceled,Meal Plan 1
8704,INN31542,"2,0",2,3,Meal Plan 1,0,Room_Type 1,104,2018,5,5,Offline,0,0,0,104,80.75,0,Not_Canceled,Meal Plan 1
8705,INN31545,"1,0",2,2,Meal Plan 1,0,Room_Type 1,1,2018,2,5,Online,0,0,0,1,62.91,1,Not_Canceled,Meal Plan 1
8706,INN31549,"2,0",2,2,Meal Plan 2,0,Room_Type 1,175,2018,7,24,Online,0,0,0,175,123.25,1,Canceled,Meal Plan 2
8707,INN31550,"2,0",0,3,Not Selected,0,Room_Type 1,128,2018,8,3,Online,0,0,0,128,94.5,1,Not_Canceled,Not Selected
8708,INN31556,"2,0",2,5,Meal Plan 1,0,Room_Type 1,88,2018,3,30,Online,0,0,0,88,82.45,1,Not_Canceled,Meal Plan 1
8709,INN31559,"2,2",0,2,Meal Plan 1,0,Room_Type 6,63,2018,7,19,Online,0,0,0,63,177.3,0,Canceled,Meal Plan 1
8710,INN31562,"2,0",1,3,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,60,65.0,1,Not_Canceled,Meal Plan 1
8711,INN31563,"2,0",2,2,Not Selected,0,Room_Type 1,111,2018,9,11,Online,0,0,0,111,118.8,2,Canceled,Not Selected
8712,INN31564,"2,0",0,0,Meal Plan 1,0,Room_Type 1,0,2017,8,13,Online,0,0,0,0,0.0,2,Not_Canceled,Meal Plan 1
8713,INN31565,"2,0",2,3,Meal Plan 1,0,Room_Type 1,24,2017,12,5,Corporate,0,0,0,24,60.56,0,Not_Canceled,Meal Plan 1
8714,INN31569,"2,0",2,1,Not Selected,0,Room_Type 1,54,2018,6,11,Offline,0,0,0,54,85.0,0,Not_Canceled,Not Selected
8715,INN31570,"1,0",0,1,Meal Plan 1,0,Room_Type 1,6,2018,5,18,Corporate,1,0,1,6,98.0,0,Not_Canceled,Meal Plan 1
8716,INN31572,"2,0",1,4,Meal Plan 1,0,Room_Type 1,118,2017,12,28,Online,0,0,0,118,110.8,2,Not_Canceled,Meal Plan 1
8717,INN31573,"2,0",0,3,Meal Plan 1,0,Room_Type 1,184,2018,8,9,Online,0,0,0,184,105.3,2,Canceled,Meal Plan 1
8718,INN31582,"2,0",2,1,Meal Plan 1,0,Room_Type 1,9,2017,12,5,Online,0,0,0,9,85.6,2,Not_Canceled,Meal Plan 1
8719,INN31592,"1,0",1,1,Meal Plan 1,0,Room_Type 1,7,2018,2,15,Online,0,0,0,7,85.0,0,Not_Canceled,Meal Plan 1
8720,INN31603,"2,1",1,3,Meal Plan 2,0,Room_Type 1,29,2018,4,18,Online,0,0,0,29,163.46,2,Not_Canceled,Meal Plan 2
8721,INN31611,"2,0",2,5,Meal Plan 1,0,Room_Type 1,210,2018,8,15,Offline,0,0,0,210,72.25,0,Not_Canceled,Meal Plan 1
8722,INN31619,"2,0",0,5,Meal Plan 1,0,Room_Type 1,29,2018,11,29,Online,0,0,0,29,88.4,2,Not_Canceled,Meal Plan 1
8723,INN31620,"1,0",0,1,Not Selected,0,Room_Type 1,0,2018,6,18,Online,0,0,0,0,129.0,2,Not_Canceled,Not Selected
8724,INN31624,"2,0",1,4,Not Selected,0,Room_Type 1,75,2018,11,2,Online,0,0,0,75,79.2,2,Not_Canceled,Not Selected
8725,INN31628,"2,0",2,1,Meal Plan 1,0,Room_Type 1,87,2018,5,22,Online,0,0,0,87,126.9,0,Canceled,Meal Plan 1
8726,INN31629,"2,0",2,2,Not Selected,0,Room_Type 1,20,2018,1,24,Online,0,0,0,20,69.5,1,Not_Canceled,Not Selected
8727,INN31631,"1,0",0,3,Not Selected,0,Room_Type 1,28,2018,12,22,Online,0,0,0,28,88.0,0,Canceled,Not Selected
8728,INN31641,"1,0",0,2,Meal Plan 1,0,Room_Type 1,3,2017,11,6,Online,0,0,0,3,101.0,2,Not_Canceled,Meal Plan 1
8729,INN31642,"2,0",1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,161,130.0,0,Canceled,Meal Plan 2
8730,INN31648,"2,0",2,3,Meal Plan 1,0,Room_Type 1,290,2018,10,20,Online,0,0,0,290,90.95,0,Canceled,Meal Plan 1
8731,INN31654,"2,0",0,4,Meal Plan 1,0,Room_Type 4,255,2018,9,20,Online,0,0,0,255,122.83,0,Canceled,Meal Plan 1
8732,INN31667,"2,0",0,1,Meal Plan 1,0,Room_Type 1,41,2018,6,28,Offline,0,0,0,41,85.6,0,Not_Canceled,Meal Plan 1
8733,INN31670,"1,0",0,2,Meal Plan 1,0,Room_Type 1,4,2017,9,15,Corporate,0,0,0,4,40.0,0,Not_Canceled,Meal Plan 1
8734,INN31671,"2,0",1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,275,62.8,0,Canceled,Meal Plan 1
8735,INN31673,"2,1",1,4,Meal Plan 1,0,Room_Type 4,69,2018,4,27,Online,0,0,0,69,108.53,2,Not_Canceled,Meal Plan 1
8736,INN31675,"2,1",0,2,Meal Plan 1,0,Room_Type 1,155,2018,8,16,Online,0,0,0,155,130.5,0,Canceled,Meal Plan 1
8737,INN31676,"2,0",1,3,Not Selected,0,Room_Type 1,83,2018,11,3,Online,0,0,0,83,79.2,0,Canceled,Not Selected
8738,INN31680,"3,0",1,3,Meal Plan 1,0,Room_Type 4,85,2018,4,28,Online,0,0,0,85,143.23,0,Canceled,Meal Plan 1
8739,INN31684,"2,0",0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,8,130.0,0,Not_Canceled,Meal Plan 1
8740,INN31685,"2,0",0,2,Meal Plan 1,0,Room_Type 4,83,2018,8,12,Online,0,0,0,83,140.4,1,Canceled,Meal Plan 1
8741,INN31688,"2,0",0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,265,115.0,1,Canceled,Meal Plan 2
8742,INN31695,"2,0",1,2,Meal Plan 1,0,Room_Type 1,199,2018,11,4,Offline,0,0,0,199,68.0,1,Not_Canceled,Meal Plan 1
8743,INN31696,"2,0",0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,39,101.5,0,Not_Canceled,Meal Plan 2
8744,INN31697,"2,0",0,2,Not Selected,0,Room_Type 1,31,2018,4,15,Online,0,0,0,31,103.5,0,Canceled,Not Selected
8745,INN31699,"1,0",1,2,Meal Plan 1,0,Room_Type 1,6,2018,2,15,Offline,0,0,0,6,63.0,0,Not_Canceled,Meal Plan 1
8746,INN31710,"2,0",0,4,Meal Plan 1,0,Room_Type 1,22,2017,12,8,Offline,0,0,0,22,43.5,0,Not_Canceled,Meal Plan 1
8747,INN31714,"2,0",2,3,Meal Plan 1,0,Room_Type 1,62,2017,9,20,Online,0,0,0,62,68.72,0,Not_Canceled,Meal Plan 1
8748,INN31716,"3,0",2,1,Meal Plan 1,0,Room_Type 1,116,2018,8,6,Offline,0,0,0,116,86.36,0,Canceled,Meal Plan 1
8749,INN31719,"3,0",1,1,Meal Plan 1,0,Room_Type 1,93,2018,12,10,Offline,0,0,0,93,92.65,0,Not_Canceled,Meal Plan 1
8750,INN31727,"1,0",2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,1,60.0,0,Canceled,Meal Plan 1
8751,INN31732,"2,0",0,3,Meal Plan 1,0,Room_Type 1,20,2018,11,24,Online,0,0,0,20,104.0,2,Not_Canceled,Meal Plan 1
8752,INN31733,"1,0",0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,22,62.0,1,Not_Canceled,Meal Plan 1
8753,INN31745,"1,0",1,2,Meal Plan 1,0,Room_Type 1,10,2017,8,21,Online,0,0,0,10,80.0,2,Not_Canceled,Meal Plan 1
8754,INN31747,"2,0",0,1,Meal Plan 1,0,Room_Type 4,0,2018,12,10,Online,0,0,0,0,133.0,0,Not_Canceled,Meal Plan 1
8755,INN31753,"1,0",0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,37,95.0,0,Not_Canceled,Meal Plan 1
8756,INN31754,"2,0",0,4,Meal Plan 1,0,Room_Type 1,57,2018,3,30,Online,0,0,0,57,85.85,1,Not_Canceled,Meal Plan 1
8757,INN31758,"1,0",1,1,Meal Plan 1,0,Room_Type 1,92,2018,4,4,Online,0,0,0,92,81.9,1,Canceled,Meal Plan 1
8758,INN31767,"2,0",0,2,Not Selected,0,Room_Type 1,0,2018,6,22,Online,0,0,0,0,113.0,1,Not_Canceled,Not Selected
8759,INN31768,"2,0",1,0,Meal Plan 1,0,Room_Type 1,25,2017,12,14,Offline,0,0,0,25,70.0,0,Not_Canceled,Meal Plan 1
8760,INN31769,"2,0",1,2,Meal Plan 1,0,Room_Type 1,249,2018,10,28,Online,0,0,0,249,96.3,0,Canceled,Meal Plan 1
8761,INN31773,"2,0",1,0,Meal Plan 1,0,Room_Type 1,3,2018,5,2,Corporate,1,3,29,3,75.0,0,Not_Canceled,Meal Plan 1
8762,INN31774,"1,0",1,1,Meal Plan 1,0,Room_Type 1,10,2018,7,4,Corporate,0,0,0,10,137.7,0,Not_Canceled,Meal Plan 1
8763,INN31779,"2,0",0,4,Meal Plan 1,0,Room_Type 1,20,2017,9,2,Online,0,0,0,20,80.85,2,Not_Canceled,Meal Plan 1
8764,INN31781,"2,2",2,4,Meal Plan 1,0,Room_Type 6,98,2018,4,23,Online,0,0,0,98,167.45,0,Canceled,Meal Plan 1
8765,INN31784,"1,0",1,0,Meal Plan 1,0,Room_Type 1,10,2018,8,21,Online,0,0,0,10,134.0,0,Canceled,Meal Plan 1
8766,INN31786,"2,0",0,3,Meal Plan 1,0,Room_Type 1,19,2018,12,8,Online,0,0,0,19,108.67,0,Not_Canceled,Meal Plan 1
8767,INN31793,"2,0",0,1,Not Selected,0,Room_Type 1,1,2018,9,3,Online,0,0,0,1,149.0,1,Not_Canceled,Not Selected
8768,INN31794,"1,0",0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,1,85.0,0,Not_Canceled,Meal Plan 1
8769,INN31798,"2,0",1,2,Meal Plan 1,0,Room_Type 1,25,2018,5,30,Online,0,0,0,25,123.0,0,Canceled,Meal Plan 1
8770,INN31799,"2,0",2,4,Meal Plan 1,0,Room_Type 4,81,2018,10,21,Online,0,0,0,81,123.0,2,Canceled,Meal Plan 1
8771,INN31802,"2,0",2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,96,94.5,0,Canceled,Meal Plan 2
8772,INN31803,"2,2",1,4,Meal Plan 1,0,Room_Type 2,41,2018,2,22,Online,0,0,0,41,139.5,0,Not_Canceled,Meal Plan 1
8773,INN31804,"2,2",1,1,Meal Plan 1,0,Room_Type 6,133,2018,8,8,Online,0,0,0,133,186.3,1,Not_Canceled,Meal Plan 1
8774,INN31807,"2,0",2,1,Meal Plan 1,0,Room_Type 1,19,2017,12,5,Online,0,0,0,19,69.0,2,Not_Canceled,Meal Plan 1
8775,INN31808,"2,1",1,2,Meal Plan 1,0,Room_Type 1,156,2018,7,25,Online,0,0,0,156,121.5,0,Canceled,Meal Plan 1
8776,INN31810,"2,0",0,1,Not Selected,0,Room_Type 1,39,2018,12,27,Online,0,0,0,39,74.8,2,Not_Canceled,Not Selected
8777,INN31817,"2,0",0,1,Meal Plan 1,0,Room_Type 4,0,2017,9,25,Online,0,0,0,0,180.0,0,Not_Canceled,Meal Plan 1
8778,INN31820,"2,0",0,2,Meal Plan 1,0,Room_Type 4,0,2017,10,15,Online,0,0,0,0,136.0,1,Not_Canceled,Meal Plan 1
8779,INN31825,"2,0",0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,292,115.0,0,Canceled,Meal Plan 2
8780,INN31830,"2,0",1,0,Meal Plan 1,0,Room_Type 2,7,2017,12,20,Online,0,0,0,7,77.25,0,Not_Canceled,Meal Plan 1
8781,INN31833,"2,0",1,3,Meal Plan 1,0,Room_Type 1,89,2018,4,7,Online,0,0,0,89,63.49,1,Not_Canceled,Meal Plan 1
8782,INN31834,"2,0",2,2,Meal Plan 1,0,Room_Type 1,147,2018,5,22,Online,0,0,0,147,99.45,1,Not_Canceled,Meal Plan 1
8783,INN31835,"2,0",2,1,Meal Plan 1,0,Room_Type 1,222,2018,9,3,Online,0,0,0,222,99.6,1,Not_Canceled,Meal Plan 1
8784,INN31837,"2,0",2,5,Meal Plan 1,0,Room_Type 1,164,2018,10,4,Offline,0,0,0,164,82.28,0,Not_Canceled,Meal Plan 1
8785,INN31839,"2,0",2,2,Not Selected,0,Room_Type 1,7,2018,10,28,Online,0,0,0,7,100.1,1,Not_Canceled,Not Selected
8786,INN31841,"2,0",0,1,Meal Plan 1,0,Room_Type 1,52,2018,3,5,Online,0,0,0,52,78.3,0,Canceled,Meal Plan 1
8787,INN31844,"2,1",0,1,Meal Plan 1,0,Room_Type 1,54,2018,10,25,Online,0,0,0,54,123.3,2,Not_Canceled,Meal Plan 1
8788,INN31845,"2,0",0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,14,Online,0,0,0,0,72.8,0,Not_Canceled,Meal Plan 1
8789,INN31850,"2,0",2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,146,95.0,0,Canceled,Meal Plan 1
8790,INN31851,"2,0",0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,265,115.0,1,Canceled,Meal Plan 2
8791,INN31852,"2,0",0,3,Meal Plan 1,0,Room_Type 1,8,2017,9,3,Online,0,0,0,8,117.67,2,Not_Canceled,Meal Plan 1
8792,INN31856,"2,0",0,3,Not Selected,0,Room_Type 1,73,2018,4,28,Online,0,0,0,73,105.9,0,Not_Canceled,Not Selected
8793,INN31862,"2,2",1,2,Meal Plan 1,0,Room_Type 6,10,2017,8,21,Online,0,0,0,10,153.0,2,Not_Canceled,Meal Plan 1
8794,INN31870,"1,0",2,5,Meal Plan 1,0,Room_Type 1,163,2018,4,9,Online,0,0,0,163,73.37,1,Not_Canceled,Meal Plan 1
8795,INN31871,"1,0",0,3,Meal Plan 1,0,Room_Type 1,50,2017,12,31,Offline,0,0,0,50,65.67,0,Not_Canceled,Meal Plan 1
8796,INN31875,"1,0",0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,151,80.0,0,Not_Canceled,Meal Plan 1
8797,INN31878,"3,0",0,3,Meal Plan 1,1,Room_Type 1,75,2018,4,7,Online,0,0,0,75,128.7,2,Not_Canceled,Meal Plan 1
8798,INN31879,"2,0",2,1,Meal Plan 1,0,Room_Type 1,166,2018,7,30,Offline,0,0,0,166,81.25,0,Not_Canceled,Meal Plan 1
8799,INN31888,"2,0",1,0,Meal Plan 1,0,Room_Type 4,120,2018,10,31,Online,0,0,0,120,104.4,0,Not_Canceled,Meal Plan 1
8800,INN31891,"2,0",1,3,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,60,65.0,1,Not_Canceled,Meal Plan 1
8801,INN31908,"2,0",2,5,Not Selected,0,Room_Type 1,127,2018,6,29,Online,0,0,0,127,81.96,1,Not_Canceled,Not Selected
8802,INN31909,"2,0",0,3,Meal Plan 1,0,Room_Type 1,62,2018,11,22,Online,0,0,0,62,93.6,2,Not_Canceled,Meal Plan 1
8803,INN31912,"2,0",0,3,Meal Plan 1,0,Room_Type 1,15,2017,9,8,Offline,0,0,0,15,84.0,1,Not_Canceled,Meal Plan 1
8804,INN31913,"2,0",0,3,Meal Plan 1,0,Room_Type 1,36,2018,10,25,Offline,0,0,0,36,85.0,0,Not_Canceled,Meal Plan 1
8805,INN31919,"2,0",1,0,Not Selected,0,Room_Type 1,29,2018,5,29,Online,0,0,0,29,109.0,2,Not_Canceled,Not Selected
8806,INN31920,"2,0",1,3,Meal Plan 1,0,Room_Type 1,119,2018,4,4,Offline,0,0,0,119,71.0,1,Not_Canceled,Meal Plan 1
8807,INN31930,"3,0",0,3,Meal Plan 1,0,Room_Type 4,55,2018,9,20,Online,0,0,0,55,168.3,0,Canceled,Meal Plan 1
8808,INN31935,"1,0",0,1,Meal Plan 1,0,Room_Type 1,12,2018,8,17,Complementary,1,0,8,12,0.0,2,Not_Canceled,Meal Plan 1
8809,INN31937,"2,0",1,2,Meal Plan 1,0,Room_Type 1,33,2018,3,14,Offline,0,0,0,33,85.0,0,Canceled,Meal Plan 1
8810,INN31942,"2,2",0,1,Not Selected,0,Room_Type 6,62,2017,10,29,Online,0,0,0,62,139.5,1,Not_Canceled,Not Selected
8811,INN31946,"2,0",0,1,Meal Plan 1,0,Room_Type 1,1,2018,9,15,Online,0,0,0,1,169.0,1,Not_Canceled,Meal Plan 1
8812,INN31950,"2,0",2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,138,94.5,0,Canceled,Meal Plan 2
8813,INN31951,"3,0",2,5,Meal Plan 1,0,Room_Type 4,193,2018,8,7,Online,0,0,0,193,130.05,0,Canceled,Meal Plan 1
8814,INN31953,"2,0",0,3,Meal Plan 1,0,Room_Type 4,185,2018,11,15,Online,0,0,0,185,95.4,0,Canceled,Meal Plan 1
8815,INN31955,"2,0",1,1,Meal Plan 1,0,Room_Type 1,98,2018,12,5,Online,0,0,0,98,93.6,3,Not_Canceled,Meal Plan 1
8816,INN31956,"1,0",2,1,Meal Plan 2,0,Room_Type 1,80,2018,4,10,Offline,0,0,0,80,100.0,0,Canceled,Meal Plan 2
8817,INN31957,"2,0",0,1,Meal Plan 1,0,Room_Type 1,1,2018,10,21,Corporate,0,0,0,1,96.0,0,Not_Canceled,Meal Plan 1
8818,INN31964,"2,0",0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,245,75.0,0,Canceled,Meal Plan 1
8819,INN31966,"2,0",1,3,Meal Plan 1,0,Room_Type 1,28,2018,1,4,Offline,0,0,0,28,87.0,1,Not_Canceled,Meal Plan 1
8820,INN31971,"2,0",1,3,Meal Plan 1,0,Room_Type 1,60,2018,3,17,Online,0,0,0,60,88.61,1,Not_Canceled,Meal Plan 1
8821,INN31974,"2,0",2,0,Meal Plan 1,0,Room_Type 1,27,2018,6,12,Online,0,0,0,27,94.35,0,Canceled,Meal Plan 1
