Booking_ID,adults,children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN30672,2,0,1,2,Plan 1,,Type 1,33,2018,6,20,Offline,0,0,0,85.5,0,Not_Canceled
INN30673,2,1,0,1,Plan 1,,Type 4,9,2018,8,6,Offline,0,0,0,147.3,1,Not_Canceled
INN30690,2,0,0,3,Not Selected,,Type 1,184,2018,11,24,Online,0,0,0,69.9,0,Canceled
INN30700,2,0,0,1,Plan 1,,Type 4,1,2018,12,21,Complementary,0,0,0,0,1,Not_Canceled
INN30701,3,0,0,2,Plan 1,,Type 4,69,2018,5,27,Online,0,0,0,159.3,2,Not_Canceled
INN30702,2,0,1,1,Plan 1,,Type 1,0,2018,6,13,Online,0,0,0,111,0,Not_Canceled
INN30704,2,0,1,0,Plan 1,,Type 1,3,2018,6,12,Online,0,0,0,121,1,Not_Canceled
INN30707,2,0,2,3,Plan 2,,Type 1,137,2018,12,24,Online,0,0,0,117.3,2,Not_Canceled
INN30710,2,0,0,2,Not Selected,,Type 1,4,2018,7,28,Online,0,0,0,124,0,Canceled
INN30711,3,0,2,2,Plan 2,,Type 4,31,2018,6,26,Online,0,0,0,192.6,0,Canceled
INN30713,1,0,0,3,Plan 1,,Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled
INN30718,2,0,2,0,Plan 1,,Type 1,44,2018,10,2,Online,0,0,0,113.4,0,Canceled
INN30720,2,0,0,4,Plan 1,,Type 1,109,2018,4,19,Online,0,0,0,88.83,0,Not_Canceled
INN30726,2,0,2,2,Plan 1,,Type 1,132,2017,12,20,Online,0,0,0,55.63,0,Not_Canceled
INN30732,2,0,0,1,Plan 1,,Type 1,1,2018,11,19,Online,0,0,0,111,1,Not_Canceled
INN30733,2,0,0,2,Plan 1,,Type 1,27,2017,9,30,Offline,0,0,0,108,0,Not_Canceled
INN30742,2,0,1,0,Plan 1,,Type 1,12,2018,10,16,Online,0,0,0,160,1,Not_Canceled
INN30745,2,0,0,1,Plan 1,,Type 2,3,2017,9,12,Complementary,0,0,0,0,0,Not_Canceled
INN30753,2,0,0,2,Plan 2,,Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
INN30755,1,0,1,3,Plan 1,,Type 1,120,2018,5,12,Online,0,0,0,110.59,0,Canceled
INN30758,2,0,1,3,Plan 1,,Type 1,224,2018,6,20,Online,0,0,0,73.37,1,Not_Canceled
INN30763,3,0,2,5,Plan 1,,Type 5,132,2018,3,21,Offline,0,0,0,104.55,1,Not_Canceled
INN30773,2,0,1,3,Plan 1,,Type 4,25,2018,11,10,Online,0,0,0,126.48,2,Not_Canceled
INN30774,1,0,2,4,Plan 1,,Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled
INN30775,3,0,2,4,Plan 1,,Type 1,87,2018,8,27,Online,0,0,0,112.03,2,Not_Canceled
INN30776,2,0,0,2,Plan 1,,Type 1,16,2018,3,18,Online,0,0,0,109,0,Canceled
INN30778,2,0,0,1,Plan 1,,Type 1,43,2018,12,27,Online,0,0,0,74.88,0,Not_Canceled
INN30781,2,0,2,3,Plan 1,,Type 1,192,2017,9,25,Offline,0,0,0,102,0,Canceled
INN30782,2,0,0,3,Plan 1,,Type 1,7,2018,3,16,Offline,0,0,0,80,0,Not_Canceled
INN30784,3,0,2,2,Plan 1,,Type 4,45,2018,3,19,Online,0,0,0,124.1,2,Not_Canceled
INN30794,2,0,1,4,Plan 1,,Type 1,143,2018,9,21,Online,0,0,0,129.6,2,Canceled
INN30799,2,0,1,1,Plan 1,,Type 1,30,2018,5,23,Online,0,0,0,117.9,0,Canceled
INN30803,2,2,1,5,Plan 1,,Type 6,59,2018,4,26,Online,0,0,0,177.93,0,Canceled
INN30808,2,0,0,1,Not Selected,,Type 1,85,2018,5,13,Online,0,0,0,125.1,3,Not_Canceled
INN30809,2,0,2,2,Plan 1,,Type 1,100,2018,4,17,Offline,0,0,0,80.75,1,Not_Canceled
INN30812,1,0,0,4,Plan 2,,Type 1,323,2018,5,17,Offline,0,0,0,86,0,Not_Canceled
INN30815,1,0,1,1,Not Selected,,Type 1,19,2018,7,18,Offline,0,0,0,75,0,Not_Canceled
INN30821,1,0,0,3,Plan 1,,Type 1,232,2018,8,25,Online,0,0,0,90.9,0,Canceled
INN30822,2,0,0,5,Plan 1,,Type 4,133,2018,6,21,Offline,0,0,0,90.95,0,Not_Canceled
INN30825,2,0,0,1,Plan 2,,Type 1,1,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
INN30829,2,0,0,5,Not Selected,,Type 1,35,2018,2,9,Online,0,0,0,67.5,1,Canceled
INN30831,2,0,2,2,Plan 1,,Type 1,134,2017,12,4,Offline,0,0,0,65,0,Not_Canceled
INN30834,2,0,1,1,Plan 1,,Type 1,190,2018,4,9,Offline,1,13,1,70,0,Canceled
INN30835,2,0,0,3,Plan 1,,Type 4,106,2018,4,28,Online,0,0,0,85.7,1,Not_Canceled
INN30837,3,0,1,3,Plan 1,,Type 4,73,2018,7,4,Online,0,0,0,150.3,2,Not_Canceled
INN30844,2,0,2,4,Not Selected,,Type 1,125,2018,7,2,Online,0,0,0,90.67,2,Not_Canceled
INN30846,2,0,0,2,Plan 1,1,Type 4,11,2018,11,4,Corporate,0,0,0,65,2,Not_Canceled
INN30853,2,0,2,5,Plan 1,0,Type 1,68,2017,9,12,Online,0,0,0,96.17,2,Not_Canceled
INN30858,2,0,1,1,Plan 1,0,Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled
INN30869,2,0,2,5,Plan 1,0,Type 1,53,2018,8,8,Offline,0,0,0,85,0,Not_Canceled
INN30871,1,0,0,1,Plan 1,0,Type 1,2,2018,3,17,Offline,0,0,0,82.4,0,Not_Canceled
INN30873,2,0,0,1,Plan 1,0,Type 4,2,2018,7,30,Online,0,0,0,156,0,Not_Canceled
INN30874,2,2,1,3,Plan 1,0,Type 6,13,2017,9,14,Online,0,0,0,174,4,Not_Canceled
INN30875,2,0,1,1,Plan 1,0,Type 1,80,2018,5,16,Offline,0,0,0,89.75,0,Not_Canceled
INN30877,2,0,1,2,Plan 1,0,Type 1,31,2018,9,16,Offline,0,0,0,75,0,Canceled
INN30886,2,0,2,4,Plan 1,1,Type 4,105,2018,3,20,Online,0,0,0,97.12,0,Not_Canceled
INN30888,3,0,0,4,Plan 1,0,Type 4,149,2018,8,9,Online,0,0,0,138.55,1,Not_Canceled
INN30889,2,0,1,1,Not Selected,0,Type 1,8,2018,7,16,Online,0,0,0,139,0,Canceled
INN30894,2,0,2,2,Plan 1,0,Type 4,45,2018,9,18,Offline,0,0,0,96.3,0,Not_Canceled
INN30904,1,0,2,0,Plan 1,0,Type 4,2,2018,5,29,Online,0,0,0,104.72,1,Not_Canceled
INN30907,1,0,0,3,Plan 1,0,Type 1,13,2018,6,14,Corporate,1,0,4,65,0,Not_Canceled
INN30908,1,0,0,2,Plan 2,0,Type 1,257,2017,7,1,Offline,0,0,0,80,0,Not_Canceled
INN30909,1,0,0,3,Not Selected,0,Type 1,77,2018,6,16,Online,0,0,0,125.1,0,Canceled
INN30911,2,0,0,1,Plan 2,0,Type 1,21,2018,3,4,Online,0,0,0,129,0,Canceled
INN30915,2,0,0,2,Plan 1,0,Type 4,46,2018,3,18,Online,0,0,0,112.5,0,Canceled
INN30916,3,0,2,2,Plan 1,0,Type 4,45,2018,3,19,Online,0,0,0,124.1,1,Canceled
INN30917,1,0,1,2,Plan 1,0,Type 1,38,2018,3,11,Online,0,0,0,76.5,1,Canceled
INN30919,2,0,2,3,Plan 1,0,Type 4,20,2017,9,20,Online,0,0,0,118.15,1,Not_Canceled
INN30922,2,0,1,2,Not Selected,0,Type 1,191,2018,8,22,Online,0,0,0,94.5,0,Canceled
INN30925,1,0,1,0,Plan 1,0,Type 1,26,2018,8,8,Corporate,0,0,0,65,0,Not_Canceled
INN30926,2,0,1,2,Plan 1,0,Type 4,77,2018,4,18,Online,0,0,0,115.8,1,Not_Canceled
INN30928,2,0,0,3,Plan 1,0,Type 1,192,2018,8,25,Offline,0,0,0,100,0,Not_Canceled
INN30929,2,0,1,4,Plan 1,0,Type 1,29,2018,10,31,Online,0,0,0,114.4,2,Canceled
INN30933,1,0,0,2,Plan 1,0,Type 4,117,2018,5,6,Online,0,0,0,114.3,1,Not_Canceled
INN30934,2,0,2,3,Plan 2,1,Type 4,90,2018,4,23,Online,0,0,0,129.02,1,Not_Canceled
INN30935,2,0,0,1,Plan 1,0,Type 1,0,2017,11,6,Online,0,0,0,95,1,Not_Canceled
INN30937,1,2,4,10,Plan 1,0,Type 6,50,2018,9,3,Online,0,0,0,196.91,0,Canceled
INN30938,1,0,2,5,Plan 1,0,Type 1,180,2017,8,16,Online,0,0,0,49.74,0,Canceled
INN30939,2,1,1,1,Plan 2,1,Type 1,62,2018,7,23,Online,0,0,0,173.25,2,Not_Canceled
INN30943,2,0,1,4,Plan 1,0,Type 1,23,2017,12,9,Online,1,1,0,69,0,Not_Canceled
INN30945,2,0,0,2,Plan 1,0,Type 1,7,2018,12,9,Online,0,0,0,124,1,Not_Canceled
INN30946,3,0,0,4,Plan 1,0,Type 4,109,2018,8,24,Online,0,0,0,152.1,0,Canceled
INN30947,1,0,0,3,Plan 1,0,Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
INN30949,2,0,2,2,Plan 1,0,Type 1,34,2018,12,25,Online,0,0,0,95.2,0,Canceled
INN30951,1,0,2,1,Plan 1,0,Type 1,38,2018,4,3,Online,0,0,0,112.5,1,Not_Canceled
INN30957,1,0,2,0,Plan 1,0,Type 1,91,2018,8,21,Online,0,0,0,112.5,0,Not_Canceled
INN30961,2,1,2,3,Plan 1,0,Type 6,307,2018,8,14,Online,0,0,0,158.4,1,Canceled
INN30962,2,0,1,2,Not Selected,0,Type 1,226,2018,9,2,Online,0,0,0,112,0,Canceled
INN30963,2,0,0,2,Plan 2,0,Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN30964,2,0,0,2,Plan 1,0,Type 1,97,2017,12,30,Offline,0,0,0,70,1,Not_Canceled
INN30972,2,0,0,2,Plan 1,0,Type 1,6,2018,6,2,Online,0,0,0,136,1,Not_Canceled
INN30975,2,0,2,1,Not Selected,0,Type 1,43,2018,12,25,Online,0,0,0,88,2,Not_Canceled
INN30987,2,0,2,1,Plan 1,0,Type 4,118,2018,10,29,Online,0,0,0,104.4,1,Not_Canceled
INN30989,2,1,2,7,Plan 1,0,Type 1,139,2018,7,13,Online,0,0,0,86.92,0,Canceled
INN30994,2,0,1,2,Plan 1,0,Type 1,34,2018,8,1,Online,0,0,0,135.9,0,Canceled
INN30995,2,0,0,1,Plan 1,0,Type 1,197,2018,4,21,Online,0,0,0,81.77,1,Canceled
INN30996,2,0,0,3,Plan 1,0,Type 1,4,2018,7,6,Online,0,0,0,151,1,Not_Canceled
INN30997,2,0,1,1,Plan 1,0,Type 1,130,2018,5,23,Online,0,0,0,105.3,0,Canceled
INN30999,3,0,2,2,Plan 1,0,Type 1,65,2018,6,26,Online,0,0,0,137.7,0,Canceled
INN31001,1,0,1,1,Plan 1,0,Type 1,3,2017,11,2,Online,0,0,0,77.77,0,Not_Canceled
INN31002,2,0,0,1,Not Selected,0,Type 1,60,2018,10,27,Online,0,0,0,80.1,2,Not_Canceled
INN31003,2,0,0,1,Not Selected,0,Type 1,0,2018,12,28,Online,0,0,0,88,2,Not_Canceled
INN31006,2,0,2,2,Not Selected,0,Type 1,1,2017,8,9,Online,0,0,0,89,1,Not_Canceled
INN31008,1,0,0,1,Plan 1,0,Type 1,55,2018,7,7,Corporate,0,0,0,79,0,Canceled
INN31010,2,0,0,4,Plan 1,0,Type 1,49,2017,12,30,Offline,0,0,0,71,0,Not_Canceled
INN31012,3,0,2,5,Plan 1,0,Type 4,147,2018,8,11,Online,0,0,0,138.55,1,Not_Canceled
INN31014,2,0,0,3,Not Selected,0,Type 1,2,2018,12,20,Online,0,0,0,79.5,1,Not_Canceled
INN31015,3,0,1,0,Plan 1,0,Type 4,179,2018,8,22,Online,0,0,0,137.7,0,Canceled
INN31016,2,0,1,0,Plan 1,0,Type 2,14,2018,9,12,Complementary,1,0,5,0,1,Not_Canceled
INN31020,2,0,4,9,Plan 1,0,Type 1,34,2018,2,19,Online,0,0,0,84.69,0,Canceled
INN31023,2,0,2,1,Plan 1,0,Type 1,104,2018,7,2,Online,0,0,0,88.01,2,Not_Canceled
INN31031,2,0,0,1,Plan 1,0,Type 1,8,2017,11,4,Online,0,0,0,83,0,Not_Canceled
INN31032,2,0,0,1,Not Selected,0,Type 1,1,2018,6,1,Online,0,0,0,119,0,Not_Canceled
INN31035,2,0,0,3,Plan 1,0,Type 1,35,2018,10,20,Offline,0,0,0,85,0,Not_Canceled
INN31037,2,0,1,3,Plan 1,0,Type 1,53,2018,4,11,Online,0,0,0,76.58,1,Not_Canceled
INN31038,2,0,1,1,Plan 1,0,Type 4,44,2018,6,18,Offline,0,0,0,96.3,0,Not_Canceled
INN31040,2,0,1,4,Plan 1,0,Type 1,66,2018,12,5,Online,0,0,0,68.07,1,Not_Canceled
INN31042,2,0,2,5,Plan 1,0,Type 6,3,2017,9,15,Online,0,0,0,212.29,1,Not_Canceled
INN31061,1,0,2,0,Plan 1,0,Type 1,11,2018,1,31,Online,0,0,0,67.4,0,Not_Canceled
INN31064,2,0,0,4,Plan 2,0,Type 1,1,2017,8,18,Offline,0,0,0,109.8,0,Not_Canceled
INN31066,2,0,2,2,Plan 1,0,Type 1,125,2017,8,7,Online,0,0,0,76.5,1,Canceled
INN31074,2,0,1,1,Not Selected,0,Type 1,36,2018,2,13,Online,0,0,0,67.5,1,Not_Canceled
INN31075,2,0,2,2,Plan 1,0,Type 1,56,2017,9,25,Offline,0,0,0,185,0,Not_Canceled
INN31076,2,0,1,5,Plan 1,0,Type 1,1,2017,8,4,Online,0,0,0,80,2,Not_Canceled
INN31078,2,0,2,2,Not Selected,1,Type 1,12,2018,3,19,Offline,0,0,0,71.8,0,Not_Canceled
INN31079,2,0,0,4,Plan 1,0,Type 4,3,2018,1,19,Online,0,0,0,102,1,Not_Canceled
INN31080,2,0,1,3,Not Selected,0,Type 1,72,2018,3,14,Online,0,0,0,68.4,1,Canceled
INN31090,2,0,0,1,Plan 1,0,Type 1,31,2018,10,4,Offline,0,0,0,85.5,0,Not_Canceled
INN31093,1,0,2,1,Plan 1,0,Type 1,93,2018,10,15,Offline,0,0,0,115,0,Canceled
INN31097,2,0,1,1,Plan 1,0,Type 4,11,2018,6,20,Online,0,0,0,156,1,Canceled
INN31100,2,0,1,1,Plan 1,0,Type 1,159,2018,4,9,Offline,0,0,0,70,1,Not_Canceled
INN31102,1,0,0,2,Plan 1,0,Type 1,76,2018,5,17,Corporate,0,0,0,130,0,Not_Canceled
INN31104,2,0,2,4,Plan 1,0,Type 5,70,2018,3,27,Online,0,0,0,86.4,0,Canceled
INN31107,2,0,0,1,Plan 1,0,Type 1,174,2018,9,7,Online,0,0,0,126.9,2,Canceled
INN31108,2,0,0,2,Plan 2,0,Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
INN31111,2,0,2,1,Plan 1,0,Type 1,282,2017,10,10,Offline,0,0,0,76.67,0,Not_Canceled
INN31114,2,0,1,3,Not Selected,0,Type 1,49,2018,2,22,Online,0,0,0,65.75,1,Not_Canceled
INN31117,2,0,1,1,Plan 1,0,Type 1,92,2018,1,16,Online,0,0,0,90,1,Not_Canceled
INN31121,1,0,1,2,Plan 1,0,Type 1,114,2018,7,1,Offline,0,0,0,75,0,Canceled
INN31127,2,0,0,4,Plan 1,0,Type 4,68,2018,10,25,Online,0,0,0,71.46,1,Not_Canceled
INN31128,2,0,2,2,Not Selected,0,Type 1,95,2018,5,21,Online,0,0,0,109.65,0,Canceled
INN31138,1,0,0,2,Plan 1,0,Type 1,29,2018,12,2,Corporate,0,0,0,66.18,1,Not_Canceled
INN31143,1,0,0,3,Plan 1,0,Type 1,16,2018,11,16,Offline,0,0,0,75,0,Not_Canceled
INN31144,2,0,0,4,Plan 1,0,Type 1,110,2017,12,9,Offline,0,0,0,70,0,Not_Canceled
INN31147,2,0,0,3,Plan 1,0,Type 1,30,2018,10,27,Offline,0,0,0,85,0,Not_Canceled
INN31148,2,0,1,3,Not Selected,0,Type 1,40,2018,12,1,Online,0,0,0,74.8,0,Canceled
INN31149,1,0,0,2,Plan 1,0,Type 1,164,2017,10,2,Offline,0,0,0,100,0,Canceled
INN31153,2,1,1,0,Plan 1,0,Type 1,6,2017,9,13,Online,0,0,0,105,2,Not_Canceled
INN31154,1,0,0,1,Plan 1,0,Type 1,14,2018,2,16,Online,0,0,0,85,1,Not_Canceled
INN31155,1,0,2,1,Plan 1,0,Type 1,34,2017,10,25,Corporate,0,0,0,65,0,Not_Canceled
INN31156,2,0,0,2,Plan 1,0,Type 1,25,2018,1,29,Online,0,0,0,78.3,0,Canceled
INN31158,2,0,0,2,Plan 1,0,Type 1,5,2018,5,24,Corporate,0,0,0,110,0,Not_Canceled
INN31174,1,0,0,3,Plan 1,0,Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled
INN31178,2,0,0,3,Plan 1,0,Type 1,144,2017,12,29,Online,0,0,0,72.25,2,Not_Canceled
INN31182,2,0,0,1,Not Selected,0,Type 1,73,2018,12,3,Online,0,0,0,60.98,1,Not_Canceled
INN31186,2,0,0,4,Plan 1,0,Type 1,16,2018,3,29,Online,0,0,0,141,1,Not_Canceled
INN31189,2,0,2,3,Plan 1,0,Type 1,268,2018,4,8,Offline,0,0,0,78,0,Not_Canceled
INN31193,2,0,2,5,Plan 2,0,Type 4,87,2018,9,6,Online,0,0,0,183.6,1,Not_Canceled
INN31205,2,0,0,3,Not Selected,0,Type 1,15,2017,9,30,Online,0,0,0,78.03,0,Not_Canceled
INN31208,1,0,0,1,Plan 1,0,Type 1,1,2017,10,1,Offline,0,0,0,96,0,Not_Canceled
INN31212,2,0,0,3,Plan 1,0,Type 1,102,2018,5,3,Online,0,0,0,108.3,1,Not_Canceled
INN31215,2,0,0,1,Plan 1,0,Type 1,14,2018,4,29,Offline,0,0,0,65,0,Not_Canceled
INN31218,2,0,2,0,Plan 1,0,Type 1,20,2018,9,25,Offline,0,0,0,85.5,1,Not_Canceled
INN31232,1,0,2,0,Plan 1,0,Type 1,3,2018,3,20,Corporate,1,0,17,65,1,Not_Canceled
INN31233,3,0,1,1,Plan 1,0,Type 4,1,2018,6,4,Online,0,0,0,167,3,Not_Canceled
INN31241,1,0,0,2,Plan 1,0,Type 1,1,2017,9,30,Offline,1,1,0,98.1,0,Not_Canceled
INN31246,2,0,1,1,Not Selected,0,Type 1,1,2017,10,10,Online,0,0,0,0,1,Not_Canceled
INN31249,2,0,1,3,Plan 1,0,Type 4,290,2018,12,1,Online,0,0,0,86.7,0,Canceled
INN31252,2,1,0,5,Plan 1,0,Type 5,63,2018,7,26,Offline,0,0,0,131.75,2,Not_Canceled
INN31255,2,0,2,3,Plan 1,0,Type 1,10,2018,12,3,Online,0,0,0,89.59,0,Not_Canceled
INN31256,2,0,2,4,Plan 1,0,Type 4,42,2018,8,27,Online,0,0,0,147.9,2,Not_Canceled
INN31257,1,0,0,2,Plan 1,1,Type 1,1,2018,8,30,Corporate,0,0,0,67,1,Not_Canceled
INN31260,2,0,2,2,Plan 1,0,Type 1,112,2018,3,25,Offline,0,0,0,58,1,Not_Canceled
INN31267,2,0,2,3,Plan 1,0,Type 4,47,2018,10,15,Online,0,0,0,95.48,2,Not_Canceled
INN31271,2,0,1,2,Plan 1,0,Type 1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN31278,2,2,0,1,Plan 1,1,Type 6,2,2018,9,2,Online,0,0,0,249,1,Not_Canceled
INN31281,2,2,0,3,Plan 1,0,Type 6,89,2018,7,21,Online,0,0,0,183.3,0,Canceled
INN31282,1,0,1,1,Plan 1,0,Type 1,26,2018,11,7,Online,0,0,0,153.23,1,Not_Canceled
INN31285,2,0,0,1,Not Selected,0,Type 1,10,2018,10,26,Online,0,0,0,120,2,Not_Canceled
INN31293,2,0,0,2,Plan 2,0,Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN31294,2,0,2,1,Plan 1,0,Type 4,80,2018,5,1,Online,0,0,0,140.4,1,Not_Canceled
INN31296,2,0,1,2,Plan 2,0,Type 1,418,2018,9,26,Offline,0,0,0,107,0,Canceled
INN31302,2,0,1,2,Not Selected,0,Type 1,179,2018,8,26,Online,0,0,0,85.5,0,Canceled
INN31306,2,0,0,1,Plan 1,0,Type 1,37,2018,6,9,Online,0,0,0,108.9,1,Not_Canceled
INN31310,3,0,2,3,Plan 1,0,Type 4,24,2018,4,17,Online,0,0,0,145.4,2,Not_Canceled
INN31312,2,0,0,2,Not Selected,0,Type 1,6,2018,1,12,Online,0,0,0,69.5,2,Not_Canceled
INN31316,3,0,0,3,Plan 1,0,Type 4,198,2018,9,22,Online,0,0,0,159.3,3,Not_Canceled
INN31317,2,0,0,3,Plan 1,0,Type 4,138,2018,6,29,Online,0,0,0,109.8,1,Canceled
INN31324,2,0,1,4,Plan 1,0,Type 4,31,2018,4,18,Online,0,0,0,114.84,2,Not_Canceled
INN31327,2,0,2,1,Plan 1,0,Type 1,179,2018,10,1,Online,0,0,0,108.9,1,Canceled
INN31331,1,0,0,3,Not Selected,0,Type 1,25,2018,5,10,Online,0,0,0,129,0,Not_Canceled
INN31332,2,0,1,2,Plan 1,0,Type 1,41,2017,10,19,Online,0,0,0,103.5,2,Not_Canceled
INN31339,2,0,2,0,Not Selected,0,Type 1,2,2018,6,26,Online,0,0,0,122,1,Not_Canceled
INN31340,2,0,0,1,Plan 1,1,Type 1,0,2018,6,10,Online,0,0,0,130,0,Not_Canceled
INN31343,2,0,0,2,Not Selected,0,Type 1,38,2018,3,23,Online,0,0,0,90.2,0,Not_Canceled
INN31352,1,0,0,3,Not Selected,0,Type 1,15,2018,11,8,Online,0,0,0,130.9,1,Not_Canceled
INN31363,2,1,2,5,Plan 1,0,Type 1,172,2018,7,15,Online,0,0,0,112.32,0,Canceled
INN31364,2,0,1,2,Plan 1,0,Type 1,56,2017,9,25,Offline,0,0,0,185,0,Not_Canceled
INN31369,2,0,0,2,Plan 2,0,Type 1,346,2018,9,13,Offline,0,0,0,115,1,Canceled
INN31372,2,0,2,4,Plan 1,0,Type 4,28,2018,11,13,Online,0,0,0,96.9,3,Not_Canceled
INN31374,1,0,0,1,Plan 1,0,Type 1,0,2018,7,5,Corporate,0,0,0,79,0,Not_Canceled
INN31377,1,0,2,1,Plan 1,0,Type 1,4,2017,8,23,Complementary,0,0,0,0,1,Not_Canceled
INN31384,1,0,0,1,Plan 1,0,Type 1,5,2017,9,22,Corporate,0,0,0,65,0,Not_Canceled
INN31390,2,0,3,5,Plan 1,0,Type 4,119,2018,7,4,Offline,0,0,0,82.45,0,Not_Canceled
INN31392,1,0,0,2,Plan 1,0,Type 1,14,2017,10,15,Offline,0,0,0,100,0,Not_Canceled
INN31393,2,0,0,5,Plan 2,0,Type 1,230,2018,9,6,Offline,0,0,0,137,0,Canceled
INN31397,2,0,0,4,Plan 1,0,Type 4,6,2018,3,9,Online,1,0,1,109,1,Not_Canceled
INN31403,2,0,0,4,Plan 1,0,Type 1,40,2018,8,31,Offline,0,0,0,85.5,0,Not_Canceled
INN31404,1,0,1,2,Plan 1,0,Type 1,6,2018,7,8,Offline,0,0,0,75,0,Not_Canceled
INN31418,2,0,2,3,Plan 1,0,Type 1,29,2018,4,16,Online,0,0,0,102.8,1,Not_Canceled
INN31419,2,0,0,3,Plan 1,0,Type 1,276,2018,9,22,Offline,0,0,0,116.33,0,Canceled
INN31425,2,0,1,5,Plan 1,0,Type 1,281,2018,12,26,Online,0,0,0,79.62,2,Canceled
INN31426,2,0,0,1,Plan 1,0,Type 1,80,2018,7,20,Online,0,0,0,105.3,0,Canceled
INN31428,2,0,2,7,Plan 1,0,Type 4,18,2018,6,7,Online,0,0,0,141.56,0,Canceled
INN31430,2,0,2,8,Plan 1,0,Type 1,133,2018,6,28,Online,0,0,0,95.2,1,Not_Canceled
INN31432,2,0,0,4,Not Selected,0,Type 1,44,2018,11,1,Online,0,0,0,74.8,2,Not_Canceled
INN31436,2,0,0,3,Plan 1,0,Type 1,304,2018,11,3,Offline,0,0,0,89,0,Canceled
INN31437,1,0,1,0,Plan 1,0,Type 1,18,2018,6,20,Corporate,1,1,8,65,1,Not_Canceled
INN31441,1,0,1,2,Plan 1,0,Type 1,280,2018,9,19,Offline,0,0,0,100,0,Canceled
INN31442,2,0,2,2,Plan 1,0,Type 1,213,2018,10,1,Online,0,0,0,102.85,2,Canceled
INN31443,2,0,1,3,Not Selected,0,Type 1,117,2018,6,2,Online,0,0,0,109.65,1,Not_Canceled
INN31444,2,0,0,3,Plan 1,0,Type 1,186,2018,11,24,Online,0,0,0,64.56,0,Canceled
INN31453,2,0,1,3,Plan 1,0,Type 1,144,2018,9,12,Online,0,0,0,126.9,3,Not_Canceled
INN31459,1,0,0,2,Plan 1,0,Type 4,8,2018,9,21,Corporate,0,0,0,169.38,0,Not_Canceled
INN31471,3,0,0,2,Plan 1,0,Type 4,39,2018,4,29,Online,0,0,0,177,2,Not_Canceled
INN31473,2,0,1,4,Plan 1,0,Type 1,196,2018,8,24,Online,0,0,0,97.75,1,Not_Canceled
INN31474,2,0,1,2,Plan 2,0,Type 1,309,2018,5,13,Offline,0,0,0,101,0,Canceled
INN31483,2,0,2,2,Not Selected,0,Type 1,47,2017,12,20,Online,0,0,0,63.75,1,Not_Canceled
INN31484,2,0,2,1,Plan 1,0,Type 4,37,2017,11,1,Offline,0,0,0,60,0,Not_Canceled
INN31489,1,0,2,4,Plan 2,0,Type 1,327,2017,9,9,Offline,0,0,0,76,0,Not_Canceled
INN31493,2,0,1,4,Plan 1,0,Type 1,128,2018,8,8,Online,0,0,0,119.7,0,Canceled
INN31495,2,0,2,2,Plan 1,0,Type 1,23,2017,12,4,Corporate,0,0,0,50,0,Not_Canceled
INN31497,2,0,2,1,Plan 1,0,Type 1,4,2018,11,19,Online,0,0,0,108.67,3,Not_Canceled
INN31501,2,0,2,4,Plan 1,0,Type 1,46,2017,9,11,Offline,0,0,0,90.09,2,Not_Canceled
INN31505,1,0,2,1,Plan 1,0,Type 4,2,2018,10,30,Aviation,0,0,0,94,0,Not_Canceled
INN31506,3,0,0,4,Plan 1,0,Type 4,64,2018,11,1,Online,0,0,0,126,1,Not_Canceled
INN31511,1,0,0,1,Plan 1,0,Type 1,14,2018,11,29,Corporate,1,0,2,65,0,Not_Canceled
INN31512,2,0,2,2,Plan 1,0,Type 4,49,2018,4,10,Online,0,0,0,112.2,1,Not_Canceled
INN31513,2,0,2,1,Not Selected,0,Type 1,15,2018,12,10,Online,0,0,0,90.33,1,Not_Canceled
INN31518,2,0,0,3,Plan 1,0,Type 1,8,2018,7,13,Online,0,0,0,151,1,Canceled
INN31520,2,0,0,4,Plan 1,0,Type 4,70,2018,5,25,Online,0,0,0,102.1,2,Not_Canceled
INN31524,1,0,0,1,Plan 1,0,Type 1,47,2017,12,16,Corporate,0,0,0,65,0,Not_Canceled
INN31525,2,0,2,1,Plan 2,0,Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Canceled
INN31528,2,0,0,1,Plan 1,0,Type 1,0,2017,9,15,Corporate,0,0,0,145,1,Not_Canceled
INN31529,1,0,1,1,Plan 2,0,Type 1,301,2018,7,30,Offline,0,0,0,90,0,Not_Canceled
